vessel,Category,subcategory,length,beam,GT,DWT,year_built
MSC MAGNIFICA,Passenger Ship,Passenger (Cruise) Ship,294,32,95128,9429,2010
NORWEGIAN JADE,Passenger Ship,Passenger (Cruise) Ship,294,38,93558,7500,2006
NORWEGIAN PEARL,Passenger Ship,Passenger (Cruise) Ship,294,38,93530,10000,2006
NORWEGIAN GEM,Passenger Ship,Passenger (Cruise) Ship,294,38,93530,10000,2007
NORWEGIAN JEWEL,Passenger Ship,Passenger (Cruise) Ship,294,38,93502,7500,2005
ISLAND PRINCESS,Passenger Ship,Passenger (Cruise) Ship,294,32,92822,8015,2003
COSTA DELIZIOSA,Passenger Ship,Passenger (Cruise) Ship,294,32,92720,7500,2010
CARNIVAL LUMINOSA,Passenger Ship,Passenger (Cruise) Ship,294,32,92720,7600,2009
MSC POESIA,Passenger Ship,Passenger (Cruise) Ship,294,32,92627,10561,2008
MSC ORCHESTRA,Passenger Ship,Passenger (Cruise) Ship,294,32,92409,10561,2007
MSC MUSICA,Passenger Ship,Passenger (Cruise) Ship,294,32,92409,10944,2006
NORWEGIAN DAWN,Passenger Ship,Passenger (Cruise) Ship,294,38,92250,7500,2002
NORWEGIAN STAR,Passenger Ship,Passenger (Cruise) Ship,294,32,91740,7500,2001
CORAL PRINCESS,Passenger Ship,Passenger (Cruise) Ship,294,32,91627,8015,2002
CELEBRITY MILLENNIUM,Passenger Ship,Passenger (Cruise) Ship,294,32,91011,11928,2000
CELEBRITY SUMMIT,Passenger Ship,Passenger (Cruise) Ship,294,32,91003,11788,2001
CELEBRITY INFINITY,Passenger Ship,Passenger (Cruise) Ship,294,32,90940,11778,2001
CELEB.CONSTELLATION,Passenger Ship,Passenger (Cruise) Ship,294,37,90940,11763,2002
QUEEN ELIZABETH,Passenger Ship,Passenger (Cruise) Ship,294,32,90901,7685,2010
QUEEN VICTORIA,Passenger Ship,Passenger (Cruise) Ship,294,32,90746,7685,2007
JEWEL OF THE SEAS,Passenger Ship,Passenger (Cruise) Ship,293,40,90090,11936,2004
RADIANCE OF THE SEAS,Passenger Ship,Passenger (Cruise) Ship,293,40,90090,10759,2001
SERENADE OF THE SEAS,Passenger Ship,Passenger (Cruise) Ship,293,40,90090,11960,2003
BRILLIANCE OF SEAS,Passenger Ship,Passenger (Cruise) Ship,292,40,90090,10759,2002
NIEUW AMSTERDAM,Passenger Ship,Passenger (Cruise) Ship,285,32,86273,8754,2010
EURODAM,Passenger Ship,Passenger (Cruise) Ship,285,32,86273,9125,2008
CARNIVAL PRIDE,Passenger Ship,Passenger (Cruise) Ship,292,39,86071,7200,2001
CARNIVAL MIRACLE,Passenger Ship,Passenger (Cruise) Ship,292,39,85942,7089,2004
CARNIVAL LEGEND,Passenger Ship,Passenger (Cruise) Ship,292,39,85942,7089,2002
CARNIVAL SPIRIT,Passenger Ship,Passenger (Cruise) Ship,292,39,85920,7200,2001
MVAS ISLANDER,Passenger Ship,Passenger (Cruise) Ship,292,39,85861,8600,2000
MEDITERRANEA,Passenger Ship,Passenger (Cruise) Ship,292,32,85619,7500,2003
ARCADIA,Passenger Ship,Passenger (Cruise) Ship,285,33,84342,10939,2005
DISNEY WONDER,Passenger Ship,Passenger (Cruise) Ship,294,32,84130,8604,1999
DISNEY MAGIC,Passenger Ship,Passenger (Cruise) Ship,294,32,83969,8452,1998
ENCHANTMENT OTS,Passenger Ship,Passenger (Cruise) Ship,301,32,82910,7200,1997
NOORDAM,Passenger Ship,Passenger (Cruise) Ship,285,32,82897,10939,2006
WESTERDAM,Passenger Ship,Passenger (Cruise) Ship,285,32,82862,10965,2004
OOSTERDAM,Passenger Ship,Passenger (Cruise) Ship,285,32,82820,10965,2003
ZUIDERDAM,Passenger Ship,Passenger (Cruise) Ship,285,32,82820,10965,2002
PRIDE OF AMERICA,Passenger Ship,Passenger (Cruise) Ship,281,32,80439,8260,2005
MV RHAPSODY OTS,Passenger Ship,Passenger (Cruise) Ship,279,36,78878,8439,1997
VISION OF THE SEAS,Passenger Ship,Passenger (Cruise) Ship,279,36,78717,8215,1998
NORWEGIAN SUN,Passenger Ship,Passenger (Cruise) Ship,258,36,78309,7100,2001
QUEEN OF THE OCEANS,Passenger Ship,Passenger (Cruise) Ship,261,32,77499,8165,2000
DREAM,Passenger Ship,Passenger (Cruise) Ship,261,32,77499,8293,1998
PACIFIC EXPLORER,Passenger Ship,Passenger (Cruise) Ship,261,32,77441,8293,1997
PACIFIC WORLD,Passenger Ship,Passenger (Cruise) Ship,261,32,77441,8293,1995
MARELLA VOYAGER,Passenger Ship,Passenger (Cruise) Ship,264,32,77302,9600,1997
NORWEGIAN SKY,Passenger Ship,Passenger (Cruise) Ship,259,36,77104,8800,1999
CARNIVAL INSPIRATION,Passenger Ship,Passenger (Cruise) Ship,262,36,70367,7180,1996
CARNIVAL IMAGINATION,Passenger Ship,Passenger (Cruise) Ship,262,36,70367,7180,1995
QUEEN ELIZABETH 2,Passenger Ship,Passenger (Cruise) Ship,293,36,70327,15521,1969
KARNIKA,Passenger Ship,Passenger (Cruise) Ship,245,32,70310,6261,1990
AMBIENCE,Passenger Ship,Passenger (Cruise) Ship,245,36,70285,6946,1991
PIANO LAND,Passenger Ship,Passenger (Cruise) Ship,260,32,69840,6260,1995
MARELLA DISCOVERY,Passenger Ship,Passenger (Cruise) Ship,264,36,69472,5200,1996
MARELLA DISCOVERY 2,Passenger Ship,Passenger (Cruise) Ship,264,37,69472,5200,1995
AIDABELLA,Passenger Ship,Passenger (Cruise) Ship,252,38,69203,8765,2008
AIDALUNA,Passenger Ship,Passenger (Cruise) Ship,252,38,69203,8654,2009
AIDADIVA,Passenger Ship,Passenger (Cruise) Ship,252,38,69203,8811,2007
CRYSTAL SERENITY,Passenger Ship,Passenger (Cruise) Ship,250,32,68870,10810,2003
VISTA,Passenger Ship,Passenger (Cruise) Ship,242,36,67817,6510,2023
RIVIERA,Passenger Ship,Passenger (Cruise) Ship,238,32,66172,7662,2012
MARINA,Passenger Ship,Passenger (Cruise) Ship,239,32,66084,8676,2011
MSC LIRICA,Passenger Ship,Passenger (Cruise) Ship,275,29,65591,7683,2003
MSC OPERA,Passenger Ship,Passenger (Cruise) Ship,275,29,65591,7641,2004
MSC ARMONIA,Passenger Ship,Passenger (Cruise) Ship,275,29,65542,8707,2001
MSC SINFONIA,Passenger Ship,Passenger (Cruise) Ship,275,29,65542,6949,2002
EXPLORA II,Passenger Ship,Passenger (Cruise) Ship,249,32,64000,7500,2023
COLUS,Passenger Ship,Passenger (Cruise) Ship,246,32,63786,7505,1989
EXPLORA I,Passenger Ship,Passenger (Cruise) Ship,249,38,63621,3900,2023
BOLETTE,Passenger Ship,Passenger (Cruise) Ship,238,32,62735,7327,2000
BOREALIS,Passenger Ship,Passenger (Cruise) Ship,238,32,61849,6351,1997
ZAANDAM,Passenger Ship,Passenger (Cruise) Ship,237,32,61396,6150,2000
VOLENDAM,Passenger Ship,Passenger (Cruise) Ship,238,32,61214,6150,1999
SPIRIT OF DISCOVERY,Passenger Ship,Passenger (Cruise) Ship,237,31,58119,5120,2019
SPIRIT OF ADVENTURE,Passenger Ship,Passenger (Cruise) Ship,236,31,58119,5120,2020
AEGEAN MAJESTY,Passenger Ship,Passenger (Cruise) Ship,219,31,57092,6604,1996
ANTARES EXPERIENCE,Passenger Ship,Passenger (Cruise) Ship,221,31,56789,7781,1993
SEVEN SEAS GRANDEUR,Passenger Ship,Passenger (Cruise) Ship,224,32,56199,5601,2023
SEVEN SEAS SPLENDOR,Passenger Ship,Passenger (Cruise) Ship,224,31,56182,5643,2020
VASCO DA GAMA,Passenger Ship,Passenger (Cruise) Ship,219,31,55877,7637,1993
CELESTYAL JOURNEY,Passenger Ship,Passenger (Cruise) Ship,220,32,55877,7447,1994
RENAISSANCE,Passenger Ship,Passenger (Cruise) Ship,219,31,55575,7406,1993
SEVEN SEAS EXPLORER,Passenger Ship,Passenger (Cruise) Ship,224,31,55254,5974,2016
SILVER RAY,Passenger Ship,Passenger (Cruise) Ship,244,34,55051,4200,2024
SILVER NOVA,Passenger Ship,Passenger (Cruise) Ship,244,34,55051,5500,2023
ELLA,Passenger Ship,Passenger (Cruise) Ship,243,32,54763,5340,1986
MARGARITAVILLE A.S.P,Passenger Ship,Passenger (Cruise) Ship,221,34,53015,7781,1991
ARIUS,Passenger Ship,Passenger (Cruise) Ship,230,32,51309,6731,1993
CRYSTAL SYMPHONY,Passenger Ship,Passenger (Cruise) Ship,238,31,51068,4500,1995
GEM,Passenger Ship,Passenger (Cruise) Ship,230,32,50764,6731,1992
ASUKA2,Passenger Ship,Passenger (Cruise) Ship,241,30,50444,8642,1990
EMPRESS,Passenger Ship,Passenger (Cruise) Ship,211,31,48563,4978,1990
AMBITION,Passenger Ship,Passenger (Cruise) Ship,216,29,48123,4923,1999
SEVEN SEAS MARINER,Passenger Ship,Passenger (Cruise) Ship,216,29,48075,4700,2001
VIKING NEPTUNE,Passenger Ship,Passenger (Cruise) Ship,229,32,47878,4465,2022
VIKING JUPITER,Passenger Ship,Passenger (Cruise) Ship,228,29,47861,4815,2019
VIKING ORION,Passenger Ship,Passenger (Cruise) Ship,228,29,47861,4798,2018
VIKING SATURN,Passenger Ship,Passenger (Cruise) Ship,228,32,47842,4664,2023
VIKING SKY,Passenger Ship,Passenger (Cruise) Ship,228,29,47842,4826,2017
VIKING STAR,Passenger Ship,Passenger (Cruise) Ship,221,34,47842,4912,2015
VIKING MARS,Passenger Ship,Passenger (Cruise) Ship,229,32,47842,4526,2022
ZHAO SHANG YI DUN,Passenger Ship,Passenger (Cruise) Ship,228,29,47842,4797,2017
VIKING VENUS,Passenger Ship,Passenger (Cruise) Ship,228,29,47842,4667,2021
VIKING SEA,Passenger Ship,Passenger (Cruise) Ship,228,29,47842,4870,2016
VIKING VELA,Passenger Ship,Passenger (Cruise) Ship,240,33,47800,4900,2024
HEN,Passenger Ship,Passenger (Cruise) Ship,223,28,47678,6753,1986
ORI,Passenger Ship,Passenger (Cruise) Ship,208,29,47427,5632,1990
SINGA,Passenger Ship,Passenger (Cruise) Ship,208,29,47413,4915,1992
GRAND,Passenger Ship,Passenger (Cruise) Ship,223,28,47263,6405,1987
ILMA,Passenger Ship,Passenger (Cruise) Ship,272,30,46750,5000,2023
ANTIC,Passenger Ship,Passenger (Cruise) Ship,240,28,46087,6135,1984
MAGES,Passenger Ship,Passenger (Cruise) Ship,222,32,46052,7186,1985
ARTANIA,Passenger Ship,Passenger (Cruise) Ship,230,32,44697,4661,1984
BALMORAL,Passenger Ship,Passenger (Cruise) Ship,218,32,43537,5500,1988
THE WORLD,Passenger Ship,Passenger (Cruise) Ship,196,30,43188,4558,2002
EUROPA 2,Passenger Ship,Passenger (Cruise) Ship,226,30,42830,5285,2013
SEVEN SEAS VOYAGER,Passenger Ship,Passenger (Cruise) Ship,206,29,42363,5400,2003
CELESTYAL DISCOVERY,Passenger Ship,Passenger (Cruise) Ship,203,28,42289,4157,2003
BLUE DREAM MELODY,Passenger Ship,Passenger (Cruise) Ship,203,36,42289,4232,2002
LIBRA,Passenger Ship,Passenger (Cruise) Ship,216,33,42285,5000,1988
SEABOURN OVATION,Passenger Ship,Passenger (Cruise) Ship,210,28,41865,4784,2018
SEABOURN ENCORE,Passenger Ship,Passenger (Cruise) Ship,210,28,41865,4203,2016
CROWN IRIS,Passenger Ship,Passenger (Cruise) Ship,207,33,41662,2700,1992
SILVER DAWN,Passenger Ship,Passenger (Cruise) Ship,184,27,40855,3963,2021
SILVER MOON,Passenger Ship,Passenger (Cruise) Ship,213,27,40844,4000,2020
SILVER MUSE,Passenger Ship,Passenger (Cruise) Ship,213,27,40791,4050,2017
OCEAN GALA-I,Passenger Ship,Passenger (Cruise) Ship,185,27,40171,4294,1982
REGATTA,Passenger Ship,Passenger (Cruise) Ship,178,25,30277,2700,1998
SIRENA,Passenger Ship,Passenger (Cruise) Ship,181,25,30277,2700,1999
INSIGNIA,Passenger Ship,Passenger (Cruise) Ship,181,26,30277,2948,1998
VIKING POLARIS,Passenger Ship,Passenger (Cruise) Ship,204,24,30114,4059,2022
VIKING OCTANTIS,Passenger Ship,Passenger (Cruise) Ship,205,24,30114,4059,2021
AMADEA,Passenger Ship,Passenger (Cruise) Ship,193,25,29008,3938,1991
MONA LISA,Passenger Ship,Passenger (Cruise) Ship,201,27,28891,5572,1966
EUROPA,Passenger Ship,Passenger (Cruise) Ship,199,24,28890,2557,1999
SEVEN SEAS NAVIGATOR,Passenger Ship,Passenger (Cruise) Ship,171,25,28803,3470,1999
ODIN,Passenger Ship,Passenger (Cruise) Ship,205,25,28613,5656,1972
SANTA CRUISE,Passenger Ship,Passenger (Cruise) Ship,188,26,28597,6968,1969
EDI,Passenger Ship,Passenger (Cruise) Ship,207,25,28551,5956,1973
TROS,Passenger Ship,Passenger (Cruise) Ship,205,25,28518,5936,1973
SILVER WHISPER,Passenger Ship,Passenger (Cruise) Ship,186,25,28258,2980,2001
SILVER SHADOW,Passenger Ship,Passenger (Cruise) Ship,186,25,28258,2980,2000
EASTERN VENUS,Passenger Ship,Passenger (Cruise) Ship,183,25,26594,4202,1998
CELESTYAL CRYSTAL,Passenger Ship,Passenger (Cruise) Ship,159,25,25611,2216,1980
HARMONY 1,Passenger Ship,Passenger (Cruise) Ship,176,26,25558,6121,1969
EVRIMA,Passenger Ship,Passenger (Cruise) Ship,190,23,25401,1740,2022
BLUE DREAM STAR,Passenger Ship,Passenger (Cruise) Ship,181,26,24782,2490,2001
SAGA ROSE,Passenger Ship,Passenger (Cruise) Ship,189,24,24528,6353,1965
OASIS,Passenger Ship,Passenger (Cruise) Ship,191,25,24492,5954,1973
CHINESE TAISHAN,Passenger Ship,Passenger (Cruise) Ship,180,26,24427,2429,2000
ODYSSEY,Passenger Ship,Passenger (Cruise) Ship,196,23,24344,3463,1993
SEABOURN PURSUIT,Passenger Ship,Passenger (Cruise) Ship,172,24,23615,4220,2023
SEABOURN VENTURE,Passenger Ship,Passenger (Cruise) Ship,172,24,23615,4230,2022
AEGEAN PARADISE,Passenger Ship,Passenger (Cruise) Ship,174,24,23287,4863,1990
PACIFIC,Passenger Ship,Passenger (Cruise) Ship,194,24,23149,3700,1971
FORMOSA QUEEN,Passenger Ship,Passenger (Cruise) Ship,194,24,22945,4525,1970
DEUTSCHLAND,Passenger Ship,Passenger (Cruise) Ship,175,23,22496,3460,1998
NIPPON MARU,Passenger Ship,Passenger (Cruise) Ship,167,24,22472,4840,1990
MARCO POLO,Passenger Ship,Passenger (Cruise) Ship,176,24,22080,5180,1965
ROALD AMUNDSEN,Passenger Ship,Passenger (Cruise) Ship,140,24,21765,1800,2019
FRIDTJOF NANSEN,Passenger Ship,Passenger (Cruise) Ship,140,24,21765,2421,2019
ASTOR,Passenger Ship,Passenger (Cruise) Ship,176,23,20704,3498,1987
SILVER ENDEAVOUR,Passenger Ship,Passenger (Cruise) Ship,164,23,20649,2070,2021
YAMAL,Passenger Ship,Passenger (Cruise) Ship,150,30,20646,2750,1992
SAIPAN STAR,Passenger Ship,Passenger (Cruise) Ship,130,32,20295,1626,1992
AMEN,Passenger Ship,Passenger (Cruise) Ship,169,25,20216,2859,1971
ACIF,Passenger Ship,Passenger (Cruise) Ship,169,25,20186,2936,1971
PAUL GAUGUIN,Passenger Ship,Passenger (Cruise) Ship,154,27,19170,2200,1997
GEMINI,Passenger Ship,Passenger (Cruise) Ship,164,22,19093,1800,1992
PEARL,Passenger Ship,Passenger (Cruise) Ship,164,23,18627,2952,1981
DRAGON,Passenger Ship,Passenger (Cruise) Ship,168,24,18455,2903,1972
SCENIC ECLIPSE II,Passenger Ship,Passenger (Cruise) Ship,166,22,17592,2065,2023
SCENIC ECLIPSE,Passenger Ship,Passenger (Cruise) Ship,168,22,17545,1550,2019
SILVER WIND,Passenger Ship,Passenger (Cruise) Ship,156,21,17450,1790,1995
OCEAN DREAM,Passenger Ship,Passenger (Cruise) Ship,163,25,17042,2352,1972
SILVER CLOUD,Passenger Ship,Passenger (Cruise) Ship,157,21,17014,1564,1994
OLD CLUB,Passenger Ship,Passenger (Cruise) Ship,164,23,16852,3130,1977
OCEAN COUNTESS,Passenger Ship,Passenger (Cruise) Ship,164,23,16795,3062,1976
LISBOA,Passenger Ship,Passenger (Cruise) Ship,162,21,16531,3649,1955
DELPHIN,Passenger Ship,Passenger (Cruise) Ship,157,22,16214,2851,1975
MAUD,Passenger Ship,Passenger (Cruise) Ship,136,22,16151,1184,2003
ASTORIA,Passenger Ship,Passenger (Cruise) Ship,160,21,16144,2153,1948
TROLLFJORD,Passenger Ship,Passenger (Cruise) Ship,136,30,16140,1186,2002
DAPHNE,Passenger Ship,Passenger (Cruise) Ship,162,21,15833,3610,1955
STARRY METROPOLIS,Passenger Ship,Passenger (Cruise) Ship,156,22,15791,2402,1976
AEGEAN,Passenger Ship,Passenger (Cruise) Ship,160,23,15781,2516,1968
OTTO SVERDRUP,Passenger Ship,Passenger (Cruise) Ship,138,22,15690,945,2002
LEISURE,Passenger Ship,Passenger (Cruise) Ship,160,23,15653,2227,1969
HANSEATIC NATURE,Passenger Ship,Passenger (Cruise) Ship,139,22,15651,2268,2019
HANSEATICINSPIRATION,Passenger Ship,Passenger (Cruise) Ship,139,22,15651,2188,2019
HANSEATIC SPIRIT,Passenger Ship,Passenger (Cruise) Ship,139,22,15651,2112,2021
VIDANTA ELEGANT,Passenger Ship,Passenger (Cruise) Ship,152,21,15595,1384,1990
HAVILA CASTOR,Passenger Ship,Passenger (Cruise) Ship,134,22,15519,1819,2022
HAVILA CAPELLA,Passenger Ship,Passenger (Cruise) Ship,134,22,15519,1819,2021
HAVILA POLARIS,Passenger Ship,Passenger (Cruise) Ship,124,22,15519,1800,2023
HAVILA POLLUX,Passenger Ship,Passenger (Cruise) Ship,124,22,15519,1800,2023
TITAN,Passenger Ship,Passenger (Cruise) Ship,156,22,15402,3000,1975
MV HAMBURG,Passenger Ship,Passenger (Cruise) Ship,144,22,15067,1378,1997
CLUB MED 2,Passenger Ship,Passenger (Cruise) Ship,182,20,14983,1674,1992
WIND SURF,Passenger Ship,Passenger (Cruise) Ship,182,20,14745,1654,1989
MIRAGE I,Passenger Ship,Passenger (Cruise) Ship,141,22,14264,1829,1973
CORA,Passenger Ship,Passenger (Cruise) Ship,149,22,14194,2238,1971
ULTRAMARINE,Passenger Ship,Passenger (Cruise) Ship,128,22,13827,1445,2021
STAR BREEZE,Passenger Ship,Passenger (Cruise) Ship,135,20,12969,1818,1989
STAR LEGEND,Passenger Ship,Passenger (Cruise) Ship,135,20,12969,1862,1992
STAR PRIDE,Passenger Ship,Passenger (Cruise) Ship,133,20,12969,1714,1988
KAPITAN DRANITSYN,Passenger Ship,Passenger (Cruise) Ship,129,27,12919,4515,1980
LE JACQUES CARTIER,Passenger Ship,Passenger (Cruise) Ship,132,18,9988,1359,2020
LE DUMONT DURVILLE,Passenger Ship,Passenger (Cruise) Ship,131,18,9988,1377,2019
LE CHAMPLAIN,Passenger Ship,Passenger (Cruise) Ship,131,18,9976,1353,2018
LE LAPEROUSE,Passenger Ship,Passenger (Cruise) Ship,131,18,9976,1366,2018
WORLD VOYAGER,Passenger Ship,Passenger (Cruise) Ship,120,18,9934,1103,2020
WORLD TRAVELLER,Passenger Ship,Passenger (Cruise) Ship,126,19,9930,1166,2022
WORLD EXPLORER,Passenger Ship,Passenger (Cruise) Ship,120,18,9923,1166,2019
WORLD NAVIGATOR,Passenger Ship,Passenger (Cruise) Ship,120,18,9923,1123,2021
REX FORTUNE,Passenger Ship,Passenger (Cruise) Ship,130,19,9848,1377,1974
FREEWINDS,Passenger Ship,Passenger (Cruise) Ship,134,21,9780,7500,1968
DREAM GODDESS,Passenger Ship,Passenger (Cruise) Ship,139,18,9570,1796,1980
FUNCHAL,Passenger Ship,Passenger (Cruise) Ship,154,19,9563,2975,1961
KNYAZ VLADIMIR,Passenger Ship,Passenger (Cruise) Ship,142,22,9159,2085,1971
MUSTAI KARIM,Passenger Ship,Passenger (Cruise) Ship,141,17,8966,1082,2020
GOLDEN HORIZON,Passenger Ship,Passenger (Cruise) Ship,162,19,8784,2120,2021
HERITAGE ADVENTURER,Passenger Ship,Passenger (Cruise) Ship,123,18,8445,1177,1991
OCEAN EXPLORER,Passenger Ship,Passenger (Cruise) Ship,104,18,8228,1622,2021
OCEAN ODYSSEY,Passenger Ship,Passenger (Cruise) Ship,104,18,8228,1591,2022
OCEAN VICTORY,Passenger Ship,Passenger (Cruise) Ship,104,18,8181,1613,2021
OCEAN ALBATROS,Passenger Ship,Passenger (Cruise) Ship,104,18,8181,1613,2023
SYLVIA EARLE,Passenger Ship,Passenger (Cruise) Ship,104,18,8076,1578,2022
GREG MORTIMER,Passenger Ship,Passenger (Cruise) Ship,104,18,8035,1450,2019
ROCHDALE ONE,Passenger Ship,Passenger (Cruise) Ship,121,18,7662,917,1977
ORIENT QUEEN,Passenger Ship,Passenger (Cruise) Ship,121,17,7478,1173,1989
SPITSBERGEN,Passenger Ship,Passenger (Cruise) Ship,101,22,7344,687,2015
SEAVENTURE,Passenger Ship,Passenger (Cruise) Ship,112,17,6752,1226,1990
HONDIUS,Passenger Ship,Passenger (Cruise) Ship,108,18,6603,1154,2019
NG EXPLORER,Passenger Ship,Passenger (Cruise) Ship,112,16,6471,1301,1982
SILVER ORIGIN,Passenger Ship,Passenger (Cruise) Ship,110,17,6365,1206,2020
EXPEDITION,Passenger Ship,Passenger (Cruise) Ship,105,18,6334,965,1972
EXPLORIS ONE,Passenger Ship,Passenger (Cruise) Ship,116,16,6158,635,1989
CELEBRITY FLORA,Passenger Ship,Passenger (Cruise) Ship,102,17,5922,800,2019
PORTO,Passenger Ship,Passenger (Cruise) Ship,118,16,5888,1640,1965
WIND SPIRIT,Passenger Ship,Passenger (Cruise) Ship,134,16,5736,847,1988
WIND STAR,Passenger Ship,Passenger (Cruise) Ship,134,16,5703,922,1986
CORAL GEOGRAPHER,Passenger Ship,Passenger (Cruise) Ship,94,17,5602,1274,2021
CORAL ADVENTURER,Passenger Ship,Passenger (Cruise) Ship,94,17,5516,1274,2019
IGOR STRAVINSKIY,Passenger Ship,Passenger (Cruise) Ship,129,16,5475,480,1983
ZIRKA DNIPRA,Passenger Ship,Passenger (Cruise) Ship,129,16,5475,480,1988
SEA CLOUD SPIRIT,Passenger Ship,Passenger (Cruise) Ship,136,17,5431,904,2021
EMERALD AZZURRA,Passenger Ship,Passenger (Cruise) Ship,110,16,5315,1125,2022
MAGELLAN EXPLORER,Passenger Ship,Passenger (Cruise) Ship,90,16,5258,1014,2019
LA BELLE DES OCEANS,Passenger Ship,Passenger (Cruise) Ship,103,15,5218,938,1989
VIKING SINEUS,Passenger Ship,Passenger (Cruise) Ship,125,17,5182,555,1979
PEARL MIST,Passenger Ship,Passenger (Cruise) Ship,99,17,5109,700,2014
POLAR S,Passenger Ship,Passenger (Cruise) Ship,86,21,4998,879,1969
OCEAN NAVIGATOR,Passenger Ship,Passenger (Cruise) Ship,91,15,4954,695,2004
OCEAN VOYAGER,Passenger Ship,Passenger (Cruise) Ship,91,15,4954,200,2001
OCEAN ADVENTURER,Passenger Ship,Passenger (Cruise) Ship,100,16,4614,1465,1975
STELLA AUSTRALIS,Passenger Ship,Passenger (Cruise) Ship,89,15,4508,782,2010
ADRIANA,Passenger Ship,Passenger (Cruise) Ship,104,14,4490,1100,1972
ROYAL CLIPPER,Passenger Ship,Passenger (Cruise) Ship,134,16,4425,1000,2000
SEADREAM 1,Passenger Ship,Passenger (Cruise) Ship,105,15,4333,450,1984
SEADREAM II,Passenger Ship,Passenger (Cruise) Ship,105,15,4333,450,1985
KLAVDIYA YELANSKAYA,Passenger Ship,Passenger (Cruise) Ship,100,16,4329,1414,1977
BORE,Passenger Ship,Passenger (Cruise) Ship,100,15,4295,870,1960
LYUBOV ORLOVA,Passenger Ship,Passenger (Cruise) Ship,100,16,4251,1465,1976
MANTRA,Passenger Ship,Passenger (Cruise) Ship,88,15,4203,884,1990
HEBRIDEAN SKY,Passenger Ship,Passenger (Cruise) Ship,91,15,4200,645,1991
SEA SPIRIT,Passenger Ship,Passenger (Cruise) Ship,91,15,4200,695,1991
ISLAND SKY,Passenger Ship,Passenger (Cruise) Ship,91,15,4200,695,1992
CALEDONIAN SKY,Passenger Ship,Passenger (Cruise) Ship,91,15,4200,645,1991
CORINTHIAN,Passenger Ship,Passenger (Cruise) Ship,89,15,4077,513,1990
NAT-GEO ORION,Passenger Ship,Passenger (Cruise) Ship,103,14,3984,668,2003
SEA CLOUD II,Passenger Ship,Passenger (Cruise) Ship,106,16,3849,780,2000
CLIO,Passenger Ship,Passenger (Cruise) Ship,100,14,3504,1380,1998
PLANCIUS,Passenger Ship,Passenger (Cruise) Ship,90,14,3434,700,1976
NAT GEO ISLANDER 2,Passenger Ship,Passenger (Cruise) Ship,85,16,3370,267,1991
DOULOS HOPE,Passenger Ship,Passenger (Cruise) Ship,82,16,3370,598,1991
BELLE LADRIATIQUE,Passenger Ship,Passenger (Cruise) Ship,111,12,2995,455,2007
CELEBRITY XPEDITION,Passenger Ship,Passenger (Cruise) Ship,88,14,2937,570,2001
NAT GEO VENTURE,Passenger Ship,Passenger (Cruise) Ship,73,13,2920,511,2018
NAT GEO QUEST,Passenger Ship,Passenger (Cruise) Ship,73,13,2920,511,2017
ENDEVOUR II,Passenger Ship,Passenger (Cruise) Ship,72,13,2716,3996,2005
SABUK NUSANTARA 92,Passenger Ship,Passenger/General Cargo Ship,63,12,1259,470,2019
SABUK NUSANTARA 51,Passenger Ship,Passenger/General Cargo Ship,63,12,1206,505,2014
SABUK NUSANTARA 31,Passenger Ship,Passenger/General Cargo Ship,63,12,1202,446,2011
SABUK NUSANTARA 115,Passenger Ship,Passenger/General Cargo Ship,58,12,1145,799,2018
AMINDIVI,Passenger Ship,Passenger/General Cargo Ship,55,11,982,149,2001
MINICOY,Passenger Ship,Passenger/General Cargo Ship,55,11,982,177,2001
GRAND NORD,Passenger Ship,Passenger/General Cargo Ship,56,11,943,356,1975
SEUTE DEERN,Passenger Ship,Passenger/General Cargo Ship,64,10,825,392,1961
SABUK NUSANTARA 54,Passenger Ship,Passenger/General Cargo Ship,46,11,777,500,2022
FROMVEUR II B,Passenger Ship,Passenger/General Cargo Ship,43,10,774,105,2011
KUNTUALA,Passenger Ship,Passenger/General Cargo Ship,62,13,719,342,1978
ACADIE,Passenger Ship,Passenger/General Cargo Ship,43,10,674,168,1971
SAEFARI,Passenger Ship,Passenger/General Cargo Ship,40,10,507,225,1992
SABUK NUSANTARA 45,Passenger Ship,Passenger/General Cargo Ship,43,10,498,200,2018
EDRA,Passenger Ship,Passenger/General Cargo Ship,64,8,498,127,1962
MATALIKI,Passenger Ship,Passenger/General Cargo Ship,44,10,498,198,2015
KOE KELESI PE,Passenger Ship,Passenger/General Cargo Ship,62,11,469,650,1998
AOGASHIMAMARU,Passenger Ship,Passenger/General Cargo Ship,62,11,460,504,2013
ENEZ EUSSA III,Passenger Ship,Passenger/General Cargo Ship,45,9,449,50,1991
